N,seed,user,x,y
100,10012,51,355.2285231797,198.0903111936
100,10012,52,601.5131631783,210.2537574562
100,10012,53,794.4354242565,690.6110174029
100,10012,54,475.2202459584,316.0356563055
100,10012,55,239.0626406213,902.2528916274
100,10012,56,713.0088710119,932.3102174226
100,10012,57,402.2541945712,998.0503852801
100,10012,58,657.3664209944,753.2518294985
100,10012,59,402.9702894374,371.0397586206
100,10012,60,107.9496718590,790.6039164774
100,10012,61,111.5094668522,921.2810677897
100,10012,62,410.8754056003,621.7493954530
100,10012,63,362.9004574401,156.9821288567
100,10012,64,861.4245125073,26.2926550515
100,10012,65,897.2089224391,710.1417312938
100,10012,66,760.5988048640,232.3936103050
100,10012,67,244.3704676599,30.9506345271
100,10012,68,657.2169047548,187.0216269150
100,10012,69,519.1261370512,865.9151735789
100,10012,70,745.8140432640,249.7524968568
100,10012,71,383.6988564183,661.2204470186
100,10012,72,519.1773886558,30.6422255309
100,10012,73,6.0723344990,754.1163745629
100,10012,74,726.8047131272,654.8487568944
100,10012,75,417.4088884656,640.4478403956
100,10012,76,576.8635422182,832.7014235539
100,10012,77,865.4420137152,721.0832809061
100,10012,78,636.6345169717,888.8405428848
100,10012,79,166.9390584964,47.9406491086
100,10012,80,903.1392438147,629.1604416030
100,10012,81,613.6604778366,646.2663259625
100,10012,82,636.0719172362,174.2857885444
100,10012,83,277.6364040044,314.6076463564
100,10012,84,849.6582292002,730.5340772747
100,10012,85,319.2075780279,38.0524280319
100,10012,86,724.2513574279,65.7178582361
100,10012,87,526.9689657566,717.3534141624
100,10012,88,626.3765074504,251.6594152010
100,10012,89,230.1296001562,248.7218575763
100,10012,90,246.2822582102,706.1394748386
100,10012,91,675.8643509276,827.1234042562
100,10012,92,729.0044801657,560.0120017217
100,10012,93,811.7610358473,769.8790094984
100,10012,94,143.9325205485,741.3370861166
100,10012,95,623.0042542810,165.3201579092
100,10012,96,263.9765406141,270.8049162267
100,10012,97,585.5857392418,588.2748673347
100,10012,98,108.8722119455,124.7262631524
100,10012,99,750.3827663714,139.1004938661
100,10013,0,145.1220181679,285.6536160808
100,10013,1,733.4009116901,496.2582241749
100,10013,2,800.2102820535,115.8668220709
100,10013,3,240.8029859430,770.5351995610
100,10013,4,984.8404240385,159.6189127817
100,10013,5,490.3557415713,318.2552508561
100,10013,6,784.7166251023,226.2990172195
100,10013,7,245.3866731046,834.6323421459
100,10013,8,820.9158925987,422.2327177039
100,10013,9,300.7823570219,287.1969154538
100,10013,10,822.5607742216,234.4496861638
100,10013,11,415.4767744181,189.8951196768
100,10013,12,733.9394495529,738.1173004436
100,10013,13,147.2500229589,352.5924813172
100,10013,14,744.0219715144,278.1846419563
100,10013,15,624.8127358818,217.4661116914
100,10013,16,77.6505555144,683.9726596107
100,10013,17,771.3459041392,780.9727392544
100,10013,18,155.5804094455,514.5518232374
100,10013,19,216.3900645537,691.7686946968
100,10013,20,469.0534789287,253.9907243749
100,10013,21,304.6542190743,602.8792273250
100,10013,22,333.6292155309,920.2686113872
100,10013,23,370.8382943996,163.9218077675
100,10013,24,138.1739458112,770.4656092727
100,10013,25,183.3061416911,984.3443444013
100,10013,26,801.8732967026,546.8806426455
100,10013,27,372.6140663360,80.3622121452
100,10013,28,929.2263416578,565.4015532092
100,10013,29,366.9511592091,945.2910230370
100,10013,30,726.4823660786,772.3906488363
100,10013,31,240.0143781615,2.1487737714
100,10013,32,833.3567792553,168.4457067389
100,10013,33,749.4434678391,840.6995023828
100,10013,34,248.5068752433,752.7276675587
100,10013,35,364.9677234329,785.0918512773
100,10013,36,757.0384733443,553.3089521534
100,10013,37,761.4474284892,214.5046162173
100,10013,38,397.5848982704,16.5420142379
100,10013,39,823.2617451373,763.6548025370
100,10013,40,807.3493014287,235.9498790248
100,10013,41,264.4549063305,878.1016055107
100,10013,42,790.5070737436,193.5029571362
100,10013,43,766.2092956190,658.8674881293
100,10013,44,555.9771939639,773.8926622023
100,10013,45,214.6055067003,470.5154972624
100,10013,46,767.0987684840,824.9998245181
100,10013,47,143.3574940139,147.6067815831
100,10013,48,409.4703272199,224.0272129310
100,10013,49,122.8576596953,22.5210461205
100,10013,50,778.7737156358,907.5635469618
100,10013,51,142.4800820376,301.9930991769
100,10013,52,455.2495940097,579.1713964845
100,10013,53,872.3792505002,479.2726158453
100,10013,54,824.3541190877,763.1808844020
100,10013,55,748.5021455263,410.3676611862
100,10013,56,202.2200837624,659.3175781793
100,10013,57,330.9678689604,799.5915508473
100,10013,58,850.4852855144,862.6789298988
100,10013,59,234.0827781965,337.0675034074
100,10013,60,1000.0000000000,261.1686658977
100,10013,61,465.7891370758,280.9106233585
100,10013,62,618.2740841235,275.5723057946
100,10013,63,160.9705256459,189.0192930148
100,10013,64,50.0088670950,894.6702382573
100,10013,65,384.9449440980,854.6060766245
100,10013,66,277.1446039831,825.0464827015
100,10013,67,144.8261511694,90.6855154671
100,10013,68,635.9165444026,769.7277625734
100,10013,69,589.3677954887,418.2644565955
100,10013,70,283.0998668850,665.7827763964
100,10013,71,872.0901028037,760.9856109865
100,10013,72,287.6858543356,74.4790499074
100,10013,73,651.2888537561,717.5790741373
100,10013,74,168.2289603549,620.1544553497
100,10013,75,787.3423679905,919.1738386308
100,10013,76,0.0000000000,178.3383299201
100,10013,77,890.8976598955,710.3677263192
100,10013,78,567.0081830515,317.7804499193
100,10013,79,131.1436485427,878.2915442432
100,10013,80,325.9261861045,778.8039713725
100,10013,81,690.9008332444,510.9537411602
100,10013,82,275.9552666153,158.8001490249
100,10013,83,675.5011466450,380.8061407047
100,10013,84,759.5249905843,840.6465249049
100,10013,85,851.0817883275,262.2901936439
100,10013,86,645.9813651572,709.4396206987
100,10013,87,183.3698851504,250.9199422927
100,10013,88,884.1889838118,262.3336951529
100,10013,89,200.7315203500,583.3360440258
100,10013,90,301.4035229355,173.5461403048
100,10013,91,612.7060025041,82.1824953089
100,10013,92,401.9972449310,319.8315271936
100,10013,93,235.1192653609,51.8916003270
100,10013,94,38.6812398370,349.6489878058
100,10013,95,839.3493962987,495.8383349342
100,10013,96,195.0625820134,720.7300765609
100,10013,97,390.8858732713,723.8529513862
100,10013,98,694.5202778550,172.6512532312
100,10013,99,711.3460569114,167.9476865394
100,10014,0,273.4134336694,248.9712501792
100,10014,1,136.8245494207,355.5396182633
100,10014,2,689.4628670876,400.4563390136
100,10014,3,239.4735560806,772.9818118221
100,10014,4,663.2557554594,669.7897649506
100,10014,5,214.8785874999,722.2862940219
100,10014,6,247.8964895066,359.6886064552
100,10014,7,549.4936740424,784.7119448710
100,10014,8,309.9033209026,153.1161432258
100,10014,9,711.8698253212,529.7489808948
100,10014,10,135.6377645396,842.7588835006
100,10014,11,799.5569157351,715.9162189506
100,10014,12,240.9865894362,588.6328303924
100,10014,13,867.0381163963,655.4421972286
100,10014,14,859.2165464286,115.1358475420
100,10014,15,801.5232792432,150.9731954882
100,10014,16,759.2910923230,257.2107914439
100,10014,17,743.2399010653,623.7578673183
100,10014,18,542.4588550855,637.1150334083
100,10014,19,343.2383327198,320.0131486149
100,10014,20,793.0305929867,196.8435836114
100,10014,21,665.5641646119,266.6943692157
100,10014,22,667.5499421283,194.4271065139
100,10014,23,259.8861227321,311.7440382028
100,10014,24,749.1481117207,72.2910199188
100,10014,25,131.9997014948,827.1869307388
100,10014,26,812.2621321315,191.5355607263
100,10014,27,743.2729746296,627.4561764576
100,10014,28,414.6687868457,183.1566801196
100,10014,29,667.8896639995,134.5914317112
100,10014,30,632.9129725643,105.5870551098
100,10014,31,890.7126038264,227.5528674165
100,10014,32,236.2801269370,103.5038299477
100,10014,33,356.7396914617,547.2281667938
100,10014,34,38.1494007307,187.1085191302
100,10014,35,670.3400169178,329.4159634450
100,10014,36,364.3610344498,548.0003801612
100,10014,37,667.8537957932,679.4965639487
100,10014,38,818.5994608898,669.0726901776
100,10014,39,663.9565215800,366.7631913295
100,10014,40,794.3957385869,533.1175279904
100,10014,41,315.9311507840,794.5860748705
100,10014,42,924.5066232822,725.4125123198
100,10014,43,434.6250531727,153.3095988587
100,10014,44,331.9794884613,669.9776054752
100,10014,45,0.0000000000,130.5414902669
100,10014,46,244.5760322394,810.9344750386
100,10014,47,411.5323569370,796.4743803685
100,10014,48,768.0373171023,951.7604499081
100,10014,49,271.0679922342,122.0368557958
100,10014,50,251.2920532145,649.4338623872
100,10014,51,359.8132383625,197.9591022819
100,10014,52,757.5469668977,845.3323942054
100,10014,53,579.9940593484,758.9074546316
100,10014,54,645.3989840320,180.4843612799
100,10014,55,759.8983934062,372.6436758606
100,10014,56,493.6329010144,853.2225071401
100,10014,57,909.8212649979,762.5905404806
100,10014,58,283.8965202777,524.4685697717
100,10014,59,61.4335438094,309.8967580453
100,10014,60,165.2123611612,217.4244696594
100,10014,61,166.8929903466,550.8755325860
100,10014,62,817.8350965370,270.2087987847
100,10014,63,729.2329948392,812.7817771595
100,10014,64,491.3595531720,715.0486320072
100,10014,65,747.6533583717,441.2119634786
100,10014,66,138.7699018488,711.2805674778
100,10014,67,97.2965643116,180.0566828883
100,10014,68,179.4626858840,846.3384251650
100,10014,69,663.1280782371,71.5756017607
100,10014,70,858.0859791588,839.1905192891
100,10014,71,811.2917919292,808.9173522785
100,10014,72,199.1020296223,148.2523511610
100,10014,73,90.7140203196,128.5179610441
100,10014,74,74.0790913391,606.0201683945
100,10014,75,601.2378480257,728.3120616032
100,10014,76,721.4132076603,205.4258861316
100,10014,77,918.4734645000,697.3733839459
100,10014,78,539.8073002149,712.4477104412
100,10014,79,884.2368044390,293.5194484492
100,10014,80,781.7909911420,427.3554481219
100,10014,81,775.3082193654,695.6568400739
100,10014,82,291.6458686645,748.6659662810
100,10014,83,474.2454004887,286.3217124767
100,10014,84,669.7945407728,751.3227314594
100,10014,85,265.4240950262,959.0993546328
100,10014,86,742.6462908145,256.0492050383
100,10014,87,119.3458962927,772.8255099250
100,10014,88,106.6986140727,221.4098776122
100,10014,89,328.9848402876,191.3033881092
100,10014,90,374.4011949145,711.2189147700
100,10014,91,332.2875930371,197.6927885527
100,10014,92,629.2596914169,332.5310762014
100,10014,93,649.1944205951,300.1129431036
100,10014,94,683.6171121100,845.3786722273
100,10014,95,347.7970933927,258.6107277852
100,10014,96,336.8018758986,250.0000000000
100,10014,97,718.9751728205,318.2526424792
100,10014,98,662.0293749964,41.8101967065
100,10014,99,697.2188040342,206.7005263273
100,10015,0,571.3829031313,706.3128406931
100,10015,1,159.0155955287,249.7732009965
100,10015,2,322.5296093140,581.7819205905
100,10015,3,238.2147486942,775.1670802782
100,10015,4,179.6555606802,986.4573151677
100,10015,5,294.4135595314,329.1422938481
100,10015,6,615.1545043818,650.1920143976
100,10015,7,210.4604736739,155.7213233464
100,10015,8,722.9558419304,751.9740426478
100,10015,9,668.5727337885,870.1116201721
100,10015,10,851.3239530873,522.4774695357
100,10015,11,353.1286394292,631.0921399374
100,10015,12,305.1743557863,698.7456457257
100,10015,13,119.1588463895,834.6580670960
100,10015,14,663.2535280265,288.5715376094
100,10015,15,821.1961520171,310.6092068524
100,10015,16,689.5155511913,664.6759332494
100,10015,17,646.8734980181,940.4692311220
100,10015,18,32.2283358087,292.6233488636
100,10015,19,590.6707838691,210.8360509616
100,10015,20,218.5861364917,614.6082219024
100,10015,21,917.3673114795,431.0012274137
100,10015,22,490.7637626008,267.3421012013
100,10015,23,67.2593726978,193.2242292464
100,10015,24,563.6794321669,304.3046365472
100,10015,25,188.6885552508,741.6609342398
100,10015,26,924.3536891385,716.9841175816
100,10015,27,229.1537419115,726.9642157999
100,10015,28,377.6592078723,253.7217625723
100,10015,29,796.8663349451,305.9377809763
100,10015,30,343.7350194374,185.6112206017
100,10015,31,767.2547102167,310.8944445918
100,10015,32,99.1439759879,649.4938505869
100,10015,33,645.7938915708,322.4970652977
100,10015,34,762.9172350538,80.6406811717
100,10015,35,219.7422354226,149.7694092415
100,10015,36,972.8145845906,1000.0000000000
100,10015,37,100.4435483122,824.8854375165
100,10015,38,392.4507418493,622.9646839980
100,10015,39,138.8672327141,538.9808800911
100,10015,40,633.5504156930,162.5224776198
100,10015,41,539.6046118186,670.0946945943
100,10015,42,306.5747963763,294.7126576009
100,10015,43,342.1444869252,292.2480367436
100,10015,44,689.7065299306,658.0827759421
100,10015,45,784.0925085296,688.4775586434
100,10015,46,233.7829764409,288.1746082435
100,10015,47,62.9774960749,288.8442055468
100,10015,48,0.0000000000,754.6350366612
100,10015,49,497.8740008352,26.0317229505
100,10015,50,748.2074299902,258.5646497150
100,10015,51,137.8698702207,302.0372266563
100,10015,52,104.8901361069,163.7415213523
100,10015,53,293.0110352589,644.1004131411
100,10015,54,346.0538345080,398.8913916734
100,10015,55,714.4032386647,524.6356372962
100,10015,56,610.7509953754,290.6710854814
100,10015,57,494.4447278988,148.9123800281
100,10015,58,197.0349284508,782.0366389542
100,10015,59,185.2348911160,186.6110451095
100,10015,60,876.7201002640,854.4445733874
100,10015,61,122.8238111155,421.6147508286
100,10015,62,580.9874868156,85.8430483435
100,10015,63,1000.0000000000,761.2851718740
100,10015,64,522.6726403023,669.8881250356
100,10015,65,76.2231005450,378.0058047895
100,10015,66,881.8827000089,668.4568826720
100,10015,67,103.5121196836,268.8950966799
100,10015,68,266.6276423714,371.9015896786
100,10015,69,421.4654111760,233.2117164444
100,10015,70,583.4127740637,855.7140914993
100,10015,71,754.2673902399,782.8356136897
100,10015,72,214.8732178128,233.8291933971
100,10015,73,706.8452236996,184.8750350096
100,10015,74,196.0975293747,729.5392992220
100,10015,75,312.7612056151,136.9984614045
100,10015,76,264.7377975755,654.1926880268
100,10015,77,952.6930040957,680.2255568025
100,10015,78,70.6035926329,596.3879265197
100,10015,79,736.8038302364,640.5915685611
100,10015,80,198.9147630132,294.5642626033
100,10015,81,351.1071964377,700.2920022924
100,10015,82,828.0818115901,469.8173086956
100,10015,83,676.0490967268,175.1933702968
100,10015,84,754.8997721304,681.7929996326
100,10015,85,659.6041228863,774.8480426033
100,10015,86,280.9549204471,422.3106607912
100,10015,87,555.1235021202,817.2091221599
100,10015,88,900.7843085106,797.0058115094
100,10015,89,976.4529305118,398.3145686398
100,10015,90,408.7094948313,312.3424085854
100,10015,91,837.3445928172,932.2276966152
100,10015,92,242.5269373746,623.6100219486
100,10015,93,483.9803320406,956.4952021477
100,10015,94,728.0076790008,505.9577485304
100,10015,95,778.0562485172,421.4337307013
100,10015,96,654.4275959162,800.9432321302
100,10015,97,132.0881029751,50.5974375005
100,10015,98,228.9267262146,632.4365085403
100,10015,99,212.5736296229,240.7090316858
100,10016,0,348.6744920683,806.9781540223
100,10016,1,545.6897405059,557.6350089698
100,10016,2,163.0071082106,938.9689510714
100,10016,3,237.0041585818,777.1533874867
100,10016,4,864.5464487854,230.5765129500
100,10016,5,734.7569093644,623.6207045986
100,10016,6,997.9459420258,169.0904258207
100,10016,7,938.5812675377,114.5724768275
100,10016,8,367.8510288089,890.1156205593
100,10016,9,831.4161545737,732.8293013360
100,10016,10,254.5547727289,338.5562991997
100,10016,11,764.4083184026,220.9468468406
100,10016,12,451.3906984403,776.2124577230
100,10016,13,893.9200338161,177.0718492346
100,10016,14,1000.0000000000,263.4502473066
100,10016,15,690.7854377829,294.0927593182
100,10016,16,803.4328853443,409.8887526856
100,10016,17,815.7929114332,711.9246806762
100,10016,18,617.2476322897,412.0758440748
100,10016,19,976.0785099520,713.0452865170
100,10016,20,545.9204334841,655.3385357164
100,10016,21,789.8626746601,107.8650957998
100,10016,22,132.6960941485,306.5301734352
100,10016,23,321.6306685290,174.8505660991
100,10016,24,717.2316416044,840.4317645817
100,10016,25,118.0019906416,599.8533331874
100,10016,26,802.7825584638,271.0612341210
100,10016,27,576.1472490920,222.9494651697
100,10016,28,322.1639454724,284.3004841990
100,10016,29,590.1593910896,87.1896651388
100,10016,30,263.3779360224,773.2398217103
100,10016,31,64.4791679311,827.1371431684
100,10016,32,33.4154055947,317.5185284266
100,10016,33,273.0497239992,246.9999115126
100,10016,34,879.7934251492,732.2198362291
100,10016,35,344.8859824565,769.0064290613
100,10016,36,587.0999100530,942.0762702341
100,10016,37,267.5016702053,511.8937059503
100,10016,38,298.6246973716,717.5100159410
100,10016,39,331.0511663693,247.2636806190
100,10016,40,674.2042501420,789.8805473731
100,10016,41,830.6519852227,577.6838786502
100,10016,42,266.6405399085,928.0497968449
100,10016,43,800.4729262499,466.9681862374
100,10016,44,668.4261458885,602.1258805267
100,10016,45,832.8020134290,816.8714262511
100,10016,46,0.0000000000,1000.0000000000
100,10016,47,419.1101166413,610.5080067695
100,10016,48,752.8027749067,199.1211057696
100,10016,49,394.3245531065,241.0498878963
100,10016,50,323.4035567073,76.2843758207
100,10016,51,864.4404596571,697.9801022461
100,10016,52,1000.0000000000,109.0513171326
100,10016,53,286.4258462154,289.3325701966
100,10016,54,208.0102598861,492.4983864052
100,10016,55,271.6439331659,341.2161168735
100,10016,56,785.0654448645,198.9109353302
100,10016,57,806.8923773481,183.5064362163
100,10016,58,867.1273957954,290.5709588176
100,10016,59,306.6391652583,57.4524273311
100,10016,60,83.9131973251,484.4649521625
100,10016,61,960.4230050867,771.0915753093
100,10016,62,797.4687037977,393.8750395568
100,10016,63,701.4886262069,553.9409581180
100,10016,64,412.3333673884,424.4131994947
100,10016,65,11.1890206721,679.0052028690
100,10016,66,724.4428866418,948.1364491686
100,10016,67,650.3726377167,331.6023406039
100,10016,68,849.4663261894,828.4252998792
100,10016,69,711.7940834554,894.8429701050
100,10016,70,161.6315322806,0.0000000000
100,10016,71,627.8961579114,950.6517693728
100,10016,72,59.0914222890,297.5478791493
100,10016,73,207.9607080180,586.0432992470
100,10016,74,131.9127272346,745.2877673616
100,10016,75,320.1862479325,333.0249263265
100,10016,76,852.9272302615,664.1668126862
100,10016,77,1000.0000000000,651.5559106293
100,10016,78,162.9540234918,0.0000000000
100,10016,79,683.9413549199,290.8440822483
100,10016,80,591.4259674539,698.6240445436
100,10016,81,407.5336261551,785.4388239907
100,10016,82,613.6577481239,853.7770343495
100,10016,83,776.6290422267,64.1008682808
100,10016,84,804.2422848235,758.7596707897
100,10016,85,161.6275017747,72.9147293706
100,10016,86,347.0950506083,783.5695494439
100,10016,87,705.2487999010,273.9310484579
100,10016,88,93.5104078265,682.4561128502
100,10016,89,715.3420764603,899.2434896244
100,10016,90,361.4760721044,944.6882039737
100,10016,91,166.9546026411,778.2137940508
100,10016,92,345.0925729495,799.7082428660
100,10016,93,801.9344717185,601.6319564153
100,10016,94,803.2362855699,864.1401860104
100,10016,95,731.4315359038,758.1203161939
100,10016,96,821.9115401687,142.9110185267
100,10016,97,893.4073412256,760.9378471045
100,10016,98,263.3316662645,455.5945073292
100,10016,99,0.0000000000,308.6510671570
100,10017,0,727.9027413933,226.9060701316
100,10017,1,239.5680720933,583.3325219711
100,10017,2,856.0987891686,533.6690658907
100,10017,3,235.8277312416,778.9809435808
100,10017,4,108.3574601287,53.7192088691
100,10017,5,705.7527622910,409.0581167762
100,10017,6,226.9339848551,323.8909612077
100,10017,7,339.2230728420,828.5902061565
100,10017,8,777.0349081630,141.8947198359
100,10017,9,27.4429642527,610.6763058460
100,10017,10,669.7116834949,110.3393617189
100,10017,11,278.7531848909,112.7525410032
100,10017,12,308.8113607905,843.1101132493
100,10017,13,93.9375245805,309.4448632404
100,10017,14,626.1611365608,178.2375127268
100,10017,15,729.8780337973,204.2746385886
100,10017,16,242.0141708188,0.0000000000
100,10017,17,596.3348743232,746.1097999532
100,10017,18,250.9893508881,948.4465113391
100,10017,19,711.5850017782,274.3673282828
100,10017,20,185.6189387526,283.0436184525
100,10017,21,676.6847623999,270.8957436642
100,10017,22,764.3646345711,729.0281889407
100,10017,23,339.0875030584,494.5389305661
100,10017,24,113.2754267791,671.0503785900
100,10017,25,249.1951782219,633.4102456308
100,10017,26,838.3063455414,872.5682973165
100,10017,27,165.1236293359,299.3149208374
100,10017,28,953.3004403691,485.4077764228
100,10017,29,357.0874548995,343.1289662212
100,10017,30,584.6221509933,328.4508504078
100,10017,31,692.7371848590,648.0984988666
100,10017,32,121.7430886329,1000.0000000000
100,10017,33,595.5421728155,693.7968548370
100,10017,34,782.1767951850,338.5341131331
100,10017,35,693.7087693053,318.4303702061
100,10017,36,763.4642938992,252.3761888017
100,10017,37,824.9108795476,775.7067966844
100,10017,38,878.3843393710,188.0390026205
100,10017,39,688.8212274993,388.0885639009
100,10017,40,761.6222138534,525.3458453249
100,10017,41,693.7207690982,626.0631348637
100,10017,42,201.0383786616,306.3437797060
100,10017,43,180.5370655902,835.2390636167
100,10017,44,335.1438545085,787.6245305922
100,10017,45,144.7190679910,841.9486398859
100,10017,46,512.9162987954,393.0929974094
100,10017,47,149.5935854263,490.0556931284
100,10017,48,340.2035212216,261.5472117280
100,10017,49,282.4752772675,272.7322168278
100,10017,50,180.4404351089,353.1158699960
100,10017,51,633.2340285367,801.9732524269
100,10017,52,228.6772432212,857.4120005197
100,10017,53,36.4908795434,818.1803538185
100,10017,54,233.2207338083,315.8075324490
100,10017,55,194.1267533808,575.0310085736
100,10017,56,266.2424371089,443.8301424740
100,10017,57,785.8559061616,101.5525580045
100,10017,58,684.2370111506,75.1363351605
100,10017,59,340.8219790355,231.3543439484
100,10017,60,774.9326733846,353.5720511581
100,10017,61,661.2338718465,60.3476948718
100,10017,62,764.5347641519,161.4005718250
100,10017,63,615.7904800918,827.4973403592
100,10017,64,187.8563893861,22.7316430959
100,10017,65,640.3038757533,0.0000000000
100,10017,66,57.3050678779,47.4506995272
100,10017,67,714.6068777951,354.4401937127
100,10017,68,379.6587053373,737.0288783054
100,10017,69,144.4680355165,675.7062733649
100,10017,70,837.6307837062,255.7379999779
100,10017,71,82.4595547361,310.8180906370
100,10017,72,173.1254195801,350.8372390681
100,10017,73,253.7822291440,204.6555635126
100,10017,74,580.8581842799,299.1908889749
100,10017,75,667.5793828275,279.1167326008
100,10017,76,923.7328356804,254.8649476858
100,10017,77,792.2102644922,732.7052837098
100,10017,78,315.9984326776,424.7277268865
100,10017,79,276.2914151254,267.3566724209
100,10017,80,238.2641348660,699.1090047513
100,10017,81,391.6525898291,928.2469064238
100,10017,82,645.8670243790,177.0489298550
100,10017,83,796.4352103378,224.2447621770
100,10017,84,740.6352311425,786.9352084831
100,10017,85,817.5923696352,197.8111994173
100,10017,86,976.2823296276,48.5941464599
100,10017,87,153.4965870944,823.3952317761
100,10017,88,410.3035642548,840.2432807786
100,10017,89,671.9391360576,259.6886777562
100,10017,90,246.6423808807,271.2836875030
100,10017,91,710.9447515007,64.9923073280
100,10017,92,675.5598452920,795.4953441206
100,10017,93,673.1152725446,253.8362188623
100,10017,94,488.8428741515,917.7329883056
100,10017,95,177.9480342751,157.6374288691
100,10017,96,734.7326727724,899.4287474742
100,10017,97,702.1058671194,308.4733978515
100,10017,98,787.9826200504,611.5095496364
100,10017,99,62.3132121196,390.8224550363
100,10018,0,836.7036734835,416.7990748125
100,10018,1,315.2634925750,671.0027206717
100,10018,2,611.3370256418,1000.0000000000
100,10018,3,734.6760484874,280.6774559085
100,10018,4,696.3879955642,850.8585435533
100,10018,5,881.1569731664,582.0042963803
100,10018,6,668.1749540448,642.3698559401
100,10018,7,618.2995455807,993.1324620024
100,10018,8,232.1541826723,257.1605144960
100,10018,9,289.4921470088,908.4346135847
100,10018,10,994.9462435916,410.0243138143
100,10018,11,735.8591505490,452.8564202722
100,10018,12,665.2109449223,510.5118888561
100,10018,13,917.1006412793,705.7859623902
100,10018,14,784.2621506950,302.9975593111
100,10018,15,1000.0000000000,178.2919609019
100,10018,16,226.0949773273,837.7548052054
100,10018,17,987.2761461281,903.7829372575
100,10018,18,870.8365825091,894.5069184857
100,10018,19,307.4749053163,666.4330085468
100,10018,20,723.3871259225,389.8066634277
100,10018,21,417.8247821948,403.8751943067
100,10018,22,237.1285072943,911.8024249555
100,10018,23,110.0904436874,234.4300055737
100,10018,24,910.2916132806,59.6482482985
100,10018,25,255.1009095298,744.0359437187
100,10018,26,270.5982811797,1000.0000000000
100,10018,27,656.2951369787,996.1482129637
100,10018,28,807.1065721121,436.0695108581
100,10018,29,191.0734732158,206.4021036524
100,10018,30,710.3590607167,645.8092895791
100,10018,31,755.6716794007,745.8656430015
100,10018,32,781.8187563020,306.7500948294
100,10018,33,304.0489717276,808.7901823840
100,10018,34,708.1289188536,776.3013457748
100,10018,35,219.4233046312,175.9806872743
100,10018,36,272.7432316628,246.1300004638
100,10018,37,841.7018054714,147.1307019148
100,10018,38,495.4474365654,171.2575125503
100,10018,39,587.0378571594,557.6027729324
100,10018,40,906.2824369827,816.1078075485
100,10018,41,665.9209815732,725.7572964701
100,10018,42,568.7289574434,258.4523815313
100,10018,43,10.2705030424,743.9309866427
100,10018,44,504.2179430299,308.7678505214
100,10018,45,158.6934858607,599.2419842971
100,10018,46,515.5885947607,804.9098888338
100,10018,47,212.5570501654,329.3547099145
100,10018,48,725.4626814962,871.4095619182
100,10018,49,795.3974983147,903.6777008627
100,10018,50,793.3701736165,706.7626807179
100,10018,51,869.0963992873,698.1073635485
100,10018,52,622.3311480814,615.5959171505
100,10018,53,269.6652909820,98.4572329210
100,10018,54,323.2522533481,655.8011946595
100,10018,55,772.5073196699,805.5079444911
100,10018,56,174.2876766187,171.7185071220
100,10018,57,193.0954709667,511.2011741827
100,10018,58,67.1909439022,570.9787270158
100,10018,59,879.7870399514,906.9149842359
100,10018,60,265.7097248651,68.3872095993
100,10018,61,633.7085677282,921.6807209498
100,10018,62,79.6414331039,476.9615602964
100,10018,63,833.6978040191,830.5171364921
100,10018,64,700.1628360019,477.6453567520
100,10018,65,270.4098597386,217.8375714402
100,10018,66,309.8210294454,245.2989077680
100,10018,67,770.8964033572,338.8235828616
100,10018,68,336.6668486398,147.8379100658
100,10018,69,839.6963301125,188.3854908538
100,10018,70,698.8602846344,377.7365312155
100,10018,71,119.3757118222,205.6217817978
100,10018,72,251.4421706781,309.6803923870
100,10018,73,807.9913966952,119.2411881229
100,10018,74,519.5157638455,409.6948375277
100,10018,75,751.4176508001,186.8198572661
100,10018,76,416.6234425287,905.5010384222
100,10018,77,824.5004216221,716.9591407093
100,10018,78,772.7238041365,224.6950857372
100,10018,79,286.7800857560,506.2368227789
100,10018,80,861.0292911439,143.0669785150
100,10018,81,249.6936145320,796.9951628978
100,10018,82,275.1368853527,169.2574316189
100,10018,83,375.6208004887,805.4534645706
100,10018,84,334.3266427287,604.5879418750
100,10018,85,390.9385297248,873.2814038238
100,10018,86,714.5730002335,589.0636545502
100,10018,87,119.0050931770,387.4298648025
100,10018,88,587.8306092030,134.7141443505
100,10018,89,646.7394855319,549.3792339030
100,10018,90,689.6624290983,804.8556101843
100,10018,91,827.0621415226,743.1553516271
100,10018,92,249.4797024815,185.3954446729
100,10018,93,340.4039321796,943.9257903161
100,10018,94,385.2032624736,262.2177984296
100,10018,95,371.1673566908,593.3185711315
100,10018,96,684.4532613431,89.5854712458
100,10018,97,186.9435988752,25.9914495585
100,10018,98,771.7872183402,709.1636732235
100,10018,99,156.7145535191,427.7087174471
100,10019,0,227.2430068613,135.1324951512
100,10019,1,1000.0000000000,203.3123976049
100,10019,2,267.7079821328,217.9577457786
100,10019,3,733.5424900508,282.2629689327
100,10019,4,487.5431489642,757.5179828090
100,10019,5,466.5287636088,411.0155422515
100,10019,6,950.2924972379,243.5840707962
100,10019,7,119.4148600987,213.7813410041
100,10019,8,902.2218712591,846.0258053918
100,10019,9,300.4923835738,662.4024534642
100,10019,10,148.4778268283,738.9384217642
100,10019,11,213.2482829533,631.7895462590
100,10019,12,617.0458111139,302.8149466677
100,10019,13,73.1856400650,777.3377481676
100,10019,14,229.6730388779,51.4267234096
100,10019,15,240.5331416762,509.7347981275
